-1.47955,-0.829604,25.6226,0.146149,-0.453683,-0.153762,-0.00672517,0.0141636,-0.00998949,-0.00107075,-0.000725497,-0.000560292,0
-1.46359,-0.87545,25.6471,0.152136,-0.452971,-0.152715,0.00677894,-0.0141647,0.0100379,0.00184291,0.000426433,0.000493135,0
-1.48417,-0.825382,25.478,0.148069,-0.453331,-0.151707,-0.00540657,0.013885,-0.017099,-0.00120484,-0.000925846,-0.000407296,0
-1.46426,-0.883284,25.5977,0.156248,-0.453371,-0.15151,0.00488952,-0.0137902,0.016446,0.00164882,0.000374525,0.000448965,0
-1.49555,-0.843193,25.6469,0.15163,-0.457872,-0.15406,-0.00624686,0.0142318,-0.00949684,-0.00114292,-0.0007706,-0.000569885,0
-1.47739,-0.879091,25.6162,0.155777,-0.45565,-0.152609,0.00658138,-0.01429,0.00987614,0.00176627,0.000404385,0.000487742,0
-1.50029,-0.826966,25.5694,0.150394,-0.457734,-0.153849,-0.00659942,0.0142524,-0.00976739,-0.00107735,-0.000728767,-0.000577714,0
-1.4825,-0.871889,25.5467,0.155875,-0.455768,-0.152699,0.00665544,-0.0142572,0.0098318,0.0017864,0.000409441,0.000496949,0
-1.5039,-0.823823,25.5257,0.151106,-0.458074,-0.154196,-0.00665882,0.0142698,-0.00981279,-0.00106802,-0.000722603,-0.000581192,0
-1.48794,-0.867275,25.5398,0.156769,-0.456714,-0.152664,0.00666436,-0.0142631,0.00980431,0.00178566,0.000408651,0.000503679,0
-1.50769,-0.834917,25.5142,0.153283,-0.458839,-0.154091,-0.00608956,0.0124496,-0.00966398,-0.00121049,-0.00080979,-0.000576843,0
-1.49088,-0.873406,25.5416,0.15841,-0.457434,-0.152658,0.00594442,-0.0124175,0.00945285,0.00172448,0.000391764,0.000495251,0
-1.51521,-0.823205,25.4827,0.153476,-0.459348,-0.154295,-0.00652198,0.0143513,-0.0096023,-0.00107682,-0.00072743,-0.000597556,0
-1.4989,-0.868018,25.5042,0.15932,-0.458082,-0.152889,0.00655115,-0.0143462,0.00962264,0.00173363,0.000393185,0.00050628,0
-1.52249,-0.822302,25.4618,0.154641,-0.460382,-0.154343,-0.00655309,0.0143956,-0.00961446,-0.00107423,-0.000725366,-0.000606055,0
-1.50667,-0.86662,25.4813,0.160355,-0.459229,-0.153014,0.00655322,-0.0143881,0.0096021,0.00173166,0.000392094,0.000511505,0
-1.52499,-0.816655,25.3119,0.156225,-0.459071,-0.151949,-0.00508066,0.014071,-0.0168459,-0.00121846,-0.000935311,-0.000439694,0
-0.424792,0.31757,25.6874,-0.0446931,-0.349244,-0.0230881,0.0139664,-0.00829888,0.0239544,0.00368492,0.000938167,-0.000971812,0
0.145488,0.00414992,24.535,0.0097959,-0.2589,-0.0276509,-0.0142472,0.00386122,-0.0106427,0.00105063,0.000476148,-0.000449795,0
-0.160815,0.0382761,25.941,0.00736449,-0.305924,-0.0208989,0.00894085,-0.00798343,0.00817776,0.00281573,0.000766205,-0.000238253,0
0.0437819,0.088704,24.6982,-0.000468385,-0.261129,-0.0196299,-0.00940169,0.0102721,-0.00745617,0.0013331,0.000630271,-0.000852844,0
-0.055879,0.169981,25.1367,-0.0131556,-0.275674,-0.0224889,0.0102663,-0.009701,0.00812189,0.00304472,0.000820586,-0.000339338,0
0.0141724,0.288954,24.0609,-0.030239,-0.25098,-0.0163856,-0.00886645,0.010694,-0.0124746,0.00178062,0.000747067,-0.00081965,0
-0.0126723,0.378747,24.1951,-0.0447558,-0.257239,-0.0233304,0.010649,-0.00900744,0.0130838,0.00326976,0.000853911,-0.000636787,0
-0.0134508,0.485547,23.5195,-0.0625888,-0.249056,-0.021411,-0.0104114,0.00629227,-0.00697325,0.00209088,0.000929979,-0.000788187,0
-0.0170569,0.573051,23.394,-0.0773147,-0.251656,-0.0290893,0.0123982,-0.00536833,0.00801809,0.00358146,0.000887921,-0.000847209,0
-0.0318873,0.668499,22.8635,-0.0906952,-0.247716,-0.0274063,-0.0112505,0.00512025,-0.00602894,0.00266359,0.00115956,-0.000696605,0
-0.014259,-0.276646,25.8754,0.0646795,-0.285175,-0.0416204,0.000133682,-0.0105211,-0.00261813,-0.000588904,-0.000983916,-0.000379425,0
-0.0929915,0.737881,23.3651,-0.0916733,-0.262127,-0.0172277,0.000842923,0.00978979,-0.00229303,0.0025282,0.00101449,-0.000508539,0
0.0165955,0.671236,22.5145,-0.0908401,-0.239875,-0.0356662,0.00523311,-0.00707836,0.0129069,0.00402101,0.000886039,-0.000408345,0
-0.0905583,0.925439,22.2095,-0.123211,-0.253461,-0.0371321,-0.0104337,0.0134492,-0.00842508,0.00266767,0.000912044,-0.00144652,0
